uid,summary
id_2062-AGENDA_4,제5대 완주군의회 후반기 의장 사임 동의 건은 채택됨.
id_2062-AGENDA_5,"제5대 완주군의회 후반기 의장 보궐선거는 총 8표 중에서 서제일 의원 8표, 무효 4표로 서제일 의원 당선."
id_2066-AGENDA_1,제166회 완주군의회 제2차 정례회 제1차 본회의 개의 선포.
id_2066-AGENDA_2,제166회 완주군의회 제2차 정례회 회기는 11월 29일부터 12월 17일까지 19일간으로 가결됨.
id_2066-AGENDA_3,제166회 제2차 정례회 회의록 서명의원으로 조정석 의원과 송지용 의원이 선출됨.
id_2066-AGENDA_4,2011년도 군정계획 보고.
id_2066-AGENDA_5,2011년도 세입세출 예산안 제안 설명.
id_2066-AGENDA_6,중기지방재정계획 보고.
id_2066-AGENDA_7,11월 30일부터 12월 12일까지 13일간 휴회가 가결됨. 제2차 본회의는 12월 13일 오전 10시에 개의.
id_2068-AGENDA_1,제157회 음성군의회 임시회 제4차 본회의 개의 선포.
id_2068-AGENDA_2,제157회 음성군의회 임시회 의사일정 변경의 건은 가결됨.
id_2068-AGENDA_3,"음성군 문화예술공간 및 미술장식의 설치조례안은 대통령령이 정하는 종류 또는 규모 이상의 건축물을 건축하고자 하는 자에 대하여 건축비용의 일정비율에 해당하는 금액을 회화 및 조각, 공예 등 미술장"
id_2068-AGENDA_4,음성군 지방공무원 정원조례 일부개정조례안은 최근 생계형 사건 및 사고의 증가 등으로 사회복지 전담체계의 개선에 따른 조정기능을 보강하는 데 따른 인력과 비정규직으로 운영되던 보건진료소 정
id_2068-AGENDA_5,음성군 지역사회복지협의체 설치 및 운영조례안은 지역의 복지문제를 해결하기 위하여 민주적 의사소통구조를 확립하고 수요자 우선의 통합적 복지서비스 제공기반을 마련하여 지역사회의 복지자원의 효율적 활용 측
id_2068-AGENDA_6,음성군 재난안전대책본부 운영조례안은 각종재난으로부터 군민의 생명과 재난을 보호하기 위하여 재난 및 안전관리기본법 제16조의 규정에 의하여 음성군 재난안전대책본부의 구성 및 운영 및 상황
id_2069-AGENDA_1,제89회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2069-AGENDA_2,제89회 음성군의회 임시회 회기는 11월 11일부터 11월 13일까지 3일간으로 가결됨.
id_2069-AGENDA_3,"제89회 음성군의회 임시회 회의록 서명의원으로 김우식 의원, 김천봉 의원이 선출됨."
id_2069-AGENDA_4,1999행정사무감사특별위원회 구성안은 1999년도 정기회를 앞두고 원활한 행정사무감사 운영에 효율과 내실을 도모하기 위한 행정사무감사 자료목록 작성 등 제반준비에 만전을 기하고자 제안됨.
id_2069-AGENDA_5,"타 시, 군 비교견학 결과 보고서가 채택됨."
id_2069-AGENDA_6,"음성군 지방공무원정원 조례 중 개정조례안은 사회복지전문요원의 사기진작과 저소득층의 기초생활보장 업무를 원활히 추진하기 위하여 기존의 사회복지 전문요원 8명, 7급 상당 6명, 8급 상당 2명을"
id_2069-AGENDA_7,환경오염 현지확인 결과에 따른 조치결과 보고의 건은 채택됨.
id_2069-AGENDA_8,제89회 임시회 휴회의 건은 1999행정사무감사특별위원회 활동을 하는 의사일정으로 갈음함.
id_2071-AGENDA_1,제56회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2071-AGENDA_2,제56회 음성군의회 임시회 회기는 5월 28일부터 6월 1일까지 5일간으로 가결됨.
id_2071-AGENDA_3,"제56회 음성군의회 임시회 회의록 서명의원으로 강대식 의원, 박희남 의원이 선출됨."
id_2071-AGENDA_4,"1996년도 제1회 세입, 세출추가경정예산안 제안설명."
id_2071-AGENDA_5,"예산결산특별위원회위원은 최관식 의원, 김우식 의원, 이덕우 의원, 강대식 의원, 박희남 의원, 권영득 의원, 홍재선 의원으로 구성함. 특별위원회는 5월 28일부터 5월 31일까지 4일간 운영"
id_2071-AGENDA_6,"음성군 폐기물 관리 조례 제정 조례안은 1995년 1월 1일부터 실시된 폐기물 종량제에 따라서 쓰레기 감량화에 있어서 쓰레기봉투 문제, 홍보갖가지 문제가 도출되어 제정되었으며, 해당 안건은 가결됨."
id_2071-AGENDA_7,음성군 지역 농업개발센터 설치 운영 조례제정조례안은 최첨단 과학영농시설과 기재를 확보하고 내방 농민을 철저히 지도함으로서 현장지도와 아울러 지도소 내방농민에 교육활동을
id_2071-AGENDA_8,음성군사무의읍면위임조례중개정조례안은 행정기구 개편에 따라 실과별 명칭을 정비하고 실 과간 업무 조정에 따른 업무를 현직제와 일치되게 정비하고자 제정되었음. 해당
id_2071-AGENDA_9,음성군세조례중개정조례안은 1996년도부터 시행되는 개정 지방세법 법령에 따라 음성군세조례 중 개정할 사항 및 현행 조례운영상 미비점을 보완하고자 제정됨. 해당
id_2071-AGENDA_10,음성군노인복지기금 설치 및 운용관리조례 중 개정조례안은 “기부금품모집금지법”이 “기부금품모집규제법”으로 개정 공포되면서 기부금품 모집 허가대상이 축소됨에
id_2071-AGENDA_11,음성군 실내체육관 건립 계획승인안은 지방재정법 제30조 제3에서 4항 및 동법시행령 제30조 제2에서 5항에 의거 투자심사를 거쳐 지방자치법 제35조
id_2071-AGENDA_12,1995이월사업현지확인결과보고의 건은 채택됨.
id_2071-AGENDA_13,제56회 임시회 휴회의 건은 예산결산특별위원회 활동과 관련하여 금일 14시에 소회의실에서 예산결산특별위원회 회의가 개최됨. 제2차 본회의는 6월 1일 11시에 개의.
id_2073-AGENDA_1,제138회 완주군의회 임시회 제2차 본회의 개의 선포.
id_2073-AGENDA_2,완주군 부동산투기지역지정철회재촉구건의안이 제2차 본회의에서 제안설명을 위해 의사일정 변경 건이 가결됨.
id_2073-AGENDA_3,"완주군 지방별정직공무원의 범위에 관한 조례 일부개정조례안은 아동복지지도원, 여성복지상담원, 역참박물관 안내원, 주민복지상담원 중 아동복지지도원, 여성복지지도원, 여성복지"
id_2073-AGENDA_4,완주군 도시계획조례 일부개정조례안은 국토의 계획 및 이용에 관한 법률 시행령 개정에 따라 관리지역 계획관리지역 안에서 부지면적 1만 제곱미터 미만의 소규모 공장을 군 계획위원회의 심의를 거쳐
id_2073-AGENDA_5,완주군 부동산투기지역 지정 철회 촉구 건의안은 완주군 전 지역인 13개 읍면 전 지역을 토지투기지역으로 지정하기 위해 제안됨. 해당 안건은 가결됨.
id_2074-AGENDA_1,제187회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2074-AGENDA_2,제187회 음성군의회 임시회 회기는 2월 12일부터 2월 15일까지 4일간으로 가결됨.
id_2074-AGENDA_3,제187회 음성군의회 임시회 회의록 서명의원으로 이한철 부의장과 최임순 의원이 선출됨.
id_2074-AGENDA_4,음성군 여비 조례 일부개정조례안은 2008년도부터는 실비정산제 도입으로 음성군 여비 조례의 준용법인 <공무원여비규정>의 개정에 따라서 이에 맞게 개정하고자 제정됨.
id_2075-AGENDA_1,제246회 완주군의회 제2차 정례회 제1차 본회의 개의 선포.
id_2075-AGENDA_2,제246회 완주군의회 제2차 정례회 회기는 11월 12일부터 12월 11일까지 30일간으로 가결됨.
id_2075-AGENDA_3,제246회 완주군의회 제2차 정례회 회의록 서명의원으로 윤수봉 의원과 유의식 의원이 선출됨.
id_2075-AGENDA_4,제246회 완주군의회 정례회 기간 중 실시되는 군정질문에 대한 집행부 측의 책임 있는 답변을 듣고자 12월 3일 제3차 본회의에 완주군수 등 관계 공무원의 출석을 요구하여 가결
id_2075-AGENDA_5,11월 13일부터 11월 21일까지 9일간 휴회가 가결됨. 제2차 본회의는 11월 22일 오전 10시에 개의.
id_2076-AGENDA_1,제요사업현지확인특별위원회 제1차 회의 개의 선포.
id_2076-AGENDA_2,제주군의회 제 278회 임시회 제1차 본회의인 3월 27일에 개의 선포.
id_2076-AGENDA_3,주요사업 현지확인 특별위원회 운영계획안이 가결됨.
id_2077-AGENDA_1,제31회 청주시의회 2017년도 제2차 정례회 제1차 본회의 개의 선포.
id_2077-AGENDA_2,11월 인사이동에 따른 승진 및 전보된 간부공무원 소개.
id_2077-AGENDA_3,제회사무국 간부공무원 소개.
id_2077-AGENDA_4,제31회 청주시의회(2017년도제2차정례회) 회기는 11월 28일부터 12월 19일까지 22일간으로 가결됨.
id_2078-AGENDA_1,제302회 음성군의회 제5차 본회의 개의 선포.
id_2078-AGENDA_2,"2018년 하반기 주요업무 보고의 건은 보건소, 농업기술센터 순으로 보고 진행함."
id_2078-AGENDA_3,보건소 2018년도 하반기 주요업무 보고.
id_2078-AGENDA_4,농업기술센터 2018년 하반기 주요업무계획 보고.
id_2081-AGENDA_1,제161회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2081-AGENDA_2,제161회 음성군의회 의사일정 변경의 건은 가결됨.
id_2081-AGENDA_3,"2005년도 제2회 세입, 세출 추가경정예산승인 심사결과 보고. 해당 안건은 가결됨."
id_2081-AGENDA_4,음성군 행정기구 설치조례 일부개정조례안은 정책추진팀과 서울사무소 신설 및 수상레저안전법 공포에 따른 사무를 분장하기 위해 제안됨. 해당 안건은 가결됨. 음성군
id_2081-AGENDA_5,음성군세 감면조례 일부개정조례안은 2005년도 개별공시지가 공시일의 변경으로 과세표준의 2개년 상승분이 일시에 반영되어 군민부담이 증가함에 따라서 지가가 상승된 토지에 한
id_2081-AGENDA_6,"2005년도 공유재산 관리계획 변경계획안은 소이면 청사 증축계획과 감곡면 청사 증축계획, 대소미곡1리 마을정비사업에 따른 부지매입을 진행하고자 제안됨. 해당 안"
id_2082-AGENDA_1,제122회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2082-AGENDA_2,"2002년도공유재산관리계획변경계획안은 지방재정법 제78조에 의거해 재산의 취득, 처분 등의 자문을 구하기 위해 공유재산심의회의 심의를 거쳤으며, 의회의 의회의 의결을"
id_2082-AGENDA_3,"2002년 제2회 세입, 세출 추가경정예산안이 가결됨."
id_2083-AGENDA_1,제90회 음성군 의회 정기회 제5차 본회의 개의 선포.
id_2083-AGENDA_2,"1998년도 세입, 세출결산 및 예비비 지출승인안이 가결됨."
id_2083-AGENDA_3,"2000년도 세입, 세출예산안 심사결과 보고. 해당 안건은 가결됨."
id_2083-AGENDA_4,제주군의 선거구 획정에 따른 건의안은 음성군이 독립선거구인 괴산군보다 인구수가 많음에도 불구하고 진천군과 한선거구로 획정됨은 큰 모순이므로 음성군을 단일선거구로 조정해 줄 것을 건의
id_2083-AGENDA_5,12월 17일부터 12월 21일까지 3일간 군정 질문에 대한 답변을 통하여 군정을 파악 및 이해하고 군민의 의사를 군정에 반영시키고자 군수 및 관계 공무원의 출석을 요구하여 가결됨.
id_2083-AGENDA_6,달천댐건설 반대건의안은 기존의 충주댐과 대청댐 건설로 인해 자연환경의 변화에 따른 지역 피해가 극심한 상황에서 또다시 달천댐을 건설하는 것은 묵과할 수 없어 반대하고자 제안됨. 해당 안
id_2083-AGENDA_7,호남고속철도 오송기점역 설치에 관한 건의안은 채택됨.
id_2083-AGENDA_8,"음성군 준농림지역 내 음성, 숙박시설 설치에 관한 조례안은 준농림지역 안에서 수질오염 및 경관훼손 우려가 없는 범위 내에서 음식, 숙박업등의 설치를 허용함으로서 국토이용의 효율화를"
id_2083-AGENDA_9,"음9대 음성군의회기및의원배지에관한규칙중개정규칙안은 음성군 CI개발 완료에 따라 의회기의 규격, 모형, 문장이 변경되어 개정하고자 제정됨. 해당 안건은 가결"
id_2083-AGENDA_10,"음성군 수질개선특별회계 설치 및 운영 조례안은 한강수계상수원 수질개선과 주민지원사업의 효율적인 추진을 위하여 제정하였으며, 해당 안건은 가결됨."
id_2083-AGENDA_11,"1999년도 공유재산 관리계획 변경안은 지방재정법 제78조에 의거하여 재산의 취득, 처분 등의 자문을 위해 공유재산심의회의 심의를 거쳤으며, 군 의회의 의회의 의회의 의결을 받고"
id_2084-AGENDA_1,제308회 음성군의회 임시회 본회의 개의 선포.
id_2084-AGENDA_2,제308회 음성군의회 임시회 회기는 2월 14일부터 2월 20일까지 7일간으로 가결됨.
id_2084-AGENDA_3,제308회 음성군의회 임시회 회의록 서명의원으로 김영섭 부의장과 김영호 의원이 선출됨.
id_2084-AGENDA_4,금왕테크노밸리산업단지 내 폐기물매립장 설치 반대 결의안은 해당 안건에 대해 강력히 반대하기 위하여 발의함. 해당 결의안은 채택됨.
id_2084-AGENDA_5,"2019년도 군정 주요업무 보고의 건은 원활한 회의 진행을 위하여 기획감사실, 자치행정과 순으로 보고 진행함."
id_2084-AGENDA_6,"도시소브랜드 슬로건 개발은 일반현황과 2019년 주요업무계획, 특수시책 순으로 보고 진행함."
id_2084-AGENDA_7,"내자보관창고 같은 것을 지으려면 비용이 들어가고 매달 관리비가 들지만 전기세라든가 냉 난방비 시설을 하면 일반 보관창고가 아닌 일반 보관창고의 성격이므로, 창고 개설시 부대 비용이"
id_2085-AGENDA_1,제98회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2085-AGENDA_2,제98회 음성군의회 임시회 회기는 8월 31일 1일간으로 가결됨.
id_2085-AGENDA_3,"제98회 음성군의회 임시회 회의록 서명의원으로 김우식 의원, 고재협 의원이 선출됨."
id_2085-AGENDA_4,음성군 군민대상에관한조례중개정조례안은 음성군민대상 본상 부분에 대한 수상분야를 시대의 변화에 맞게 새롭게 지정하여 군민대상의 위상과 의미를 더욱 높이고 출향인사 중 음성
id_2085-AGENDA_5,"2000년도 공유재산 관리계획 변경 계획안은 벼 병해충 예찰포를 설치, 운영하여 각종 병해충 발생을 조기에 예찰하고 방제대책 자료 및 보도 자료 등으로 활용하기 위한 예찰 답변을 취득"
id_2085-AGENDA_6,음성군산림욕장다목적시설설치및운영조례안은 삼림욕장 다목적 시설 운영 방법을 조례로 정하여 관리 및 이용객에 대하여 편의를 제공하고자 제정되었음. 해당 안건은 가
id_2086-AGENDA_1,제182회 완주군의회 제1차 정례회 제1차 본회의 의결에서 의장을 제외한 의원 7명이 모두 예산결산특별위원회 위원으로 선임됨.
id_2086-AGENDA_2,제182회 완주군의회 제1차 정례회 예산결산특별위원회 제1차 회의 개의 선포.
id_2086-AGENDA_3,2011년도 세입세출결산 승인안 심사결과 보고. 해당 안건은 가결됨.
id_2086-AGENDA_4,2011년도 예비비사용 승인안 심사결과 가결됨.
id_2087-AGENDA_1,제209회 완주군의회 제2차 정례회 제2차 본회의 개의 선포.
id_2087-AGENDA_2,2016년도 군정계획 보고의 건 의사일정 제2항 2016년도 예산안 제안설명.
id_2087-AGENDA_3,11월 28일부터 12월 6일까지 9일간 휴회가 가결됨.
id_2088-AGENDA_1,제150회 제2차 정례회 제1차 본회의 개의 선포.
id_2088-AGENDA_2,제150회 음성군의회 제2차 정례회 회기는 11월 29일부터 12월 24일까지 26일간으로 가결됨.
id_2088-AGENDA_3,"제150회 제2차 정례회 회의록 서명의원으로 박희남 의원, 강연수 의원이 선출됨."
id_2088-AGENDA_4,111회 제2차 정례회 제2차 정례회 중 군정 전반에 관한 의원 질문에 대한 답변을 통하여 군정을 올바로 파악 및 이해하고 군민의 고견을 군정에 반영하고자 제안됨. 해당 안건은 가결됨.
id_2088-AGENDA_5,"행정사무감사 특별위원회는 이한철 의원, 윤병승 의원, 반광홍 의원, 박희남 의원, 강연수 의원, 이준구 의원, 정지태 의원으로 구성함. 특별위원회는 제2차 정례회 기간 중 7일 이내로 구성함. 특별위원회는"
id_2088-AGENDA_6,"예산5년산특별위원회위원은 이한철 의원, 윤병승 의원, 반광홍 의원, 박희남 의원, 강연수 의원, 이준구 의원, 정지태 의원으로 구성함. 특별위원회는 제2차 정례회 기간 중 의사일정에 따라 2005년도 세입"
id_2088-AGENDA_7,음성군 공중화장실 설치 및 관리 조례안은 음성군공중화장실에대한관한 법률 제18조에서 위임한 사항과 그 시행에 필요한 사항을 규정하고 주민의 위생 편의와 복지증진 목적으로 제정되었음
id_2088-AGENDA_8,음성군 공유재산 관리계획 변경 계획안은 대소국민체육센터건립에 대한 추진사항을 보고. 해당 안건은 가결됨.
id_2088-AGENDA_9,제150회 제2차 정례회 제1차 본회의 휴회의 건은 행정사무감사특별위원회 활동에 따른 감사계획서 작성 등 위원회 활동을 하는 의사일정으로 갈음함.
id_2089-AGENDA_1,제200회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2089-AGENDA_2,"음성군 군민대상에 관한 조례 일부개정조례안은 매년 시상하는 방식에서 수상자 선정 등 분야별 추천인물이 빈약하여 군민대상의 취지를 살리지 못하고 있다는 주민 여론에 따라 제정하였으며,"
id_2089-AGENDA_3,음성군 공설운동장 설치 및 운영조례 폐지 조례안은 음성군 공설운동장 및 금왕공설운동장의 관리 및 운영을 규정한 조례로 해당 조례는 폐지되었음. 해당 안건은 가결
id_2089-AGENDA_4,음성군 공동주택 관리지원 조례 일부개정조례안은 음성군 공동주택 관리지원 조례의 운영상 미비점을 보완하여 체계적이고 효율적인 공동주택 주거관리를 추진하기 위한 음성군 공동주택 관리지원 조례를 일부
id_2089-AGENDA_5,"행정사무감사 시정요구사항 조치결과를 기획감사실, 주민생활복지과, 행정과, 문화공보과, 재무과, 종합민원과, 환경보호과, 농정과, 보건소 순으로 보고 진행함."
id_2089-AGENDA_6,제198회 음성군의회 제2차 정례회 시 보고.
id_2089-AGENDA_7,행정유재산 관리 철저를 위해 행정사무감사와 같은 행정사무감사에서 시정요구사항에 대해 보고할 것.
id_2089-AGENDA_8,1인 1혁신 제안제도 운용에 있어 22건 접수에 1건을 채택 시행하는 경우 시행 가능한지 여부를 검토하여 군정에 반영할 것.
id_2089-AGENDA_9,음성문화공보과 행정사무감사 시정요구사항 및 조치결과 보고.
id_2089-AGENDA_10,재무과 소관 2008년도 행정사무감사 시정요구사항 조치결과 보고.
id_2089-AGENDA_11,무주부동산 및 일본인 명의 토지에 대하여 적법한 절차에 맞게 토지대장 등 소유권이 정리될 수 있도록 해당 실과에 통보해 관리하기 바란다는 의견을 주셔서 해당 부서에서 정리하도록 조치함.
id_2089-AGENDA_12,환경보호과 소관 조례 중 음성군 폐기물 처리시설 설치촉진 및 주변 지역 지원 조례는 2008년 12월 19일 조례 제195호로 개정됨.
id_2089-AGENDA_13,행정월 9일부터 3월 13일까지 교육중인 관계로 대신 보고할 것.
id_2089-AGENDA_14,보건소 2008년도 행정사무감사 시정요구사항 및 건의사항 조치결과 보고.
id_2090-AGENDA_1,제308회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2090-AGENDA_2,2019년도 주요업무 보고의 건은 원활한 회의 진행을 위하여 2018년도 주요성과는 유인물로 갈음함.
id_2090-AGENDA_3,미디어정보과 소관 2019년도 군정 주요업무 보고.
id_2090-AGENDA_4,평생학습과 소관 2019년도 주요업무 보고.
id_2090-AGENDA_5,주민주민지원과 2019년도 주요업무 보고.
id_2090-AGENDA_6,경복지과 2019년 주요업무 보고.
id_2090-AGENDA_7,"제토포체의 경우 화장실이 부족하기 때문에, 화장실을 늘려서 주민들이 편하게 식당을 이용할 수 있도록 할 것."
id_2090-AGENDA_8,"주민주민들과의 소통과 주민들과의 갈등이 생기기 때문에, 서면으로 서면으로 보고할 것."
id_2091-AGENDA_1,제132회 제1차 정례회 제5차 본회의 개의 선포.
id_2091-AGENDA_2,"2002년도세입,세출결산및예비비지출승인의 건 심사결과 가결됨."
id_2091-AGENDA_3,"음성군 건축 조례 중 개정조례안은 건축법, 건축법시행령 개정과 국토의계획및이용에관한법률이 제정됨에 따라 재해위험구역안의 건축물의 건축제한 등 및 건축물과의 관계규정"
id_2092-AGENDA_1,제109회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2092-AGENDA_2,제109회 음성군의회 임시회 회기는 9월 4일부터 9월 10일까지 7일간으로 가결됨.
id_2092-AGENDA_3,"제109회 임시회 회의록 서명의원으로 남궁유 의원, 김천봉 의원이 선출됨."
id_2092-AGENDA_4,"주주사업현지확인특별위원회 구성 결의안은 2001년도 예산 편성된 사업에 대하여 직접 현장을 방문하여 사업 추진상의 문제점을 도출하여 군정에 반영함은 물론, 설계에 의한 정확한 시공을 촉진하여 사업의 성과를 높이고자 제안됨."
id_2092-AGENDA_5,제109회 임시회 휴회는 주요사업 현지확인 특별위원회 의사일정으로 갈음함.
id_2093-AGENDA_1,제68회 음성군의회 임시회 제1차 본회의 개의 선포.
id_2093-AGENDA_2,제68회 음성군의회 임시회 회기는 9월 24일부터 9월 29일까지 6일간으로 가결됨.
id_2093-AGENDA_3,"제68회 음성군의회 임시회 회의록 서명의원으로 박희남 의원, 권영득 의원이 선출됨."
id_2093-AGENDA_4,"1997년도 제2회 세입, 세출추가경정예산안 제안 설명."
id_2093-AGENDA_5,"예산결산특별위원회위원은 유희종 의원, 김우식 의원, 이덕우 의원, 강대식 의원, 권영득 의원, 박희남 의원, 홍재선 의원, 김천봉 의원으로 구성함. 특별위원회는 9월 24일부터 9월 27"
id_2093-AGENDA_6,음성군 공유재산 관리 조례 중 개정조례안은 지방재정법과 동법시행령에 따라 지방자치단체가 공유재산 관리 조례와 동 조례 시행규칙을 운영 중인 상황에서 국유재산법 시행령상의 국유재산 제도에
id_2093-AGENDA_7,음성군 청소년 수련원 설치 및 운용 조례 중 개정 조례안은 일부 청소년 수련원 이용료 부적합 문제점 시정을 통해 청소년 수련원 운영에 효율을 기하고자 제정되었음. 해당 안건은 가결됨.
id_2093-AGENDA_8,"음성군 정기시장관리 및 사용조례 중개정조례안은 유통산업발전법이 제정되면서 종전에 시장관리 상위법인 도, 소매 진흥법이 폐지됨에 따라 상위법에 저촉되는 음성군 정기 시장관리 및"
id_2094-AGENDA_1,제270회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2094-AGENDA_2,"2015년도 제2회 세입, 세출 추가경정예산안 승인의 건은 가결됨. 2015년도 기금운용계획 변경안 승인의 건은 가결됨."
id_2094-AGENDA_3,음성군의회기 및 의원배지에 관한 규칙 일부개정규칙안은 가결됨. 음성군의회 의원 신분증 규칙 일부개정규칙안은 가결됨.
id_2094-AGENDA_4,제271회 임시회 기간 중 3일 동안 군정에 관한 질문과 답변을 듣고자 군수 및 관계공무원의 출석을 요구하여 가결됨.
id_2094-AGENDA_5,음성군 장애인복지기금 설치 및 운용 조례 일부개정조례안은 조례제정 당시인 1999년도에는 연6%로 금융기관의 정기예금 이자율이 높아 이자율이 계속 감소하여 2015년 5월에는 1.75%로 규정상
id_2094-AGENDA_6,음성군 노인복지기금 설치 및 운용관리 조례 일부개정조례안은 기금의 이자수익금으로 사업을 추진함에 있어서 저금리로 이자수익금이 감소하여 사업을 추진하는 데 어려움이 있어 관련 조례를 현실에 맞게 개정하여 사업비
id_2094-AGENDA_7,"음성군 문화예술공간 및 미술장식의 설치 조례 폐지 조례안은 <문화예술진흥법>제9조 및 같은 법 시행령 제13조에 건축물에 대한 위임사항이 시도지사에게 신청하도록 개정되었으며, <충"
id_2094-AGENDA_8,음성군 공유재산 관리 조례 일부개정조례안은 <공유재산 및 물품 관리법 시행령>의 개정에 따라 지역특산품 및 지역생산제품 등의 생산 및 전산을 위한 행정재산 사용 시 사용료 감경기
id_2094-AGENDA_9,제270회 임시회 휴회의 건은 회기 중 비교견학을 위하여 8월 31일부터 9월 1일까지 휴회가 가결됨.
id_2095-AGENDA_1,제287회 음성군의회 임시회 제3차 본회의 개의 선포.
id_2095-AGENDA_2,한동완 의원은 성본산단과 관련하여 수차례 의원간담회에서 성본산단 문제를 거론함.
id_2095-AGENDA_3,음성군 노인일자리 창출 및 지원 조례안은 노인인구가 급격히 증가하고 있는데 노인문제에 대한 해결책을 제시하기 위해 제안됨. 해당 안건은 가결됨.
id_2095-AGENDA_4,"2016회계연도 결산검사위원은 대표위원으로 한동완 의원, 위원으로 손수정 전 음성군의회 의장, 안용섭 전 기획감사실장, 김종태 청석세무회계사무소장, 황언구"
id_2095-AGENDA_5,원남산업단지 내 매립 폐기물 조사에 관한 청원은 불법으로 폐기물을 매립할 거면 왜 음성군이 수십억의 예산을 들여 매입하는지 사실조사를 실시해 보고할 것. 해당 안건은 가결됨.
id_2095-AGENDA_6,음성군 부동산평가위원회 조례 전부개정조례안은 <부동산 가격공시 및 감정평가에 관한 법률>이 <부동산 가격공시에 관한 법률>로 개정되어 제명 변경과 상위법에서 위임된 사항을
id_2095-AGENDA_7,전 농어촌지역 군수협의회 규약 동의안은 농어촌의 지역특성을 공유하고 있는 전국의 군 상호 간의 연대와 협력을 통하여 관련된 현안사항 및 사무를 보다 발전적으로 처리하고자 제정함. 해당 안건은 가결됨.
id_2095-AGENDA_8,고려인삼 시군협의회 규약 동의안은 고려인삼 시군 간 상호 교류와 인삼산업의 발전 방안을 공동으로 모색하고 국내 및 세계 인삼시장 변화에 상호 협력하기 위하여 고려인삼 시군협의회 설치와 운영 등에
id_2095-AGENDA_9,<음성군 가축분뇨공공처리시설 설치사업> 음성 군 관리계획 결정(변경)안은 <국토의 계획 및 이용에 관한 법률>제28조 규정에 따라 의회 의견을 청취하고자 제정됨. 해당
id_2096-AGENDA_1,제174회 음성군의회 임시회 제2차 본회의 개의 선포.
id_2096-AGENDA_2,제174회 음성군의회 임시회 회기는 10월 10일부터 10월 20일까지 7일간으로 가결됨.
id_2096-AGENDA_3,농협 축산물공판장 이전관련 현지확인 특별위원회는 지난 10월 10일 제1차 본회의시 농협 축산물공판장 이전 예정 부지인 삼성면 상곡리 산 32번지 일대 공유임야 매각계획안에 대한 심사를
id_2096-AGENDA_4,음성군 대소도서관 관리운영 조례안은 대소도서관 신축에 따라 관리운영의 근거를 마련하고자 제정되었음. 해당 안건은 가결됨.
id_2096-AGENDA_5,제4기 음성군 지역보건의료계획안은 지역보건법 제3조 및 동법시행령 제5조에 의거 4년마다 수립하기 위하여 주민설문조사 실시하여 주민들과의 의견 수렴을 하고자 제안됨. 해당 안
id_2096-AGENDA_6,제174회 임시회 휴회의 건은 회기 중 10월 20일까지 특별위원회 활동을 하는 의사일정으로 갈음함.
